respondent_id,brand,price_per_month,beans,delivery,rating
R0075,Nordic Roast,$14,Single origin,Every two weeks,9
R0075,Nordic Roast,$24,Single origin,Monthly,4
R0075,Arabica Hills,$24,House blend,Every two weeks,3
R0075,Arabica Hills,$14,Single origin,Monthly,8
R0075,Arabica Hills,$14,House blend,Every two weeks,7
R0075,Casa Verde,$24,House blend,Weekly,3
R0075,Nordic Roast,$24,House blend,Monthly,4
R0075,Casa Verde,$14,House blend,Monthly,4
R0075,Nordic Roast,$14,Single origin,Weekly,8
R0075,Nordic Roast,$14,House blend,Weekly,6
R0076,Nordic Roast,$19,House blend,Every two weeks,6
R0076,Arabica Hills,$14,Single origin,Weekly,7
R0076,Arabica Hills,$24,House blend,Weekly,6
R0076,Nordic Roast,$14,Single origin,Every two weeks,8
R0076,Casa Verde,$24,House blend,Monthly,2
R0076,Arabica Hills,$14,House blend,Monthly,10
R0076,Casa Verde,$24,Single origin,Every two weeks,2
R0076,Arabica Hills,$19,House blend,Every two weeks,8
R0076,Casa Verde,$24,House blend,Every two weeks,5
R0076,Nordic Roast,$19,Single origin,Every two weeks,6
R0076,Nordic Roast,$14,Single origin,Weekly,8
R0076,Arabica Hills,$24,House blend,Every two weeks,6
R0076,Casa Verde,$14,House blend,Every two weeks,6
R0076,Casa Verde,$14,Single origin,Monthly,7
R0077,Nordic Roast,$19,House blend,Weekly,8
R0077,Nordic Roast,$24,House blend,Every two weeks,5
R0077,Arabica Hills,$24,House blend,Weekly,5
R0077,Arabica Hills,$19,Single origin,Every two weeks,5
R0077,Casa Verde,$19,House blend,Weekly,7
R0077,Casa Verde,$14,Single origin,Every two weeks,6
R0077,Arabica Hills,$19,House blend,Every two weeks,6
R0077,Nordic Roast,$24,House blend,Weekly,6
R0077,Nordic Roast,$24,Single origin,Weekly,4
R0077,Arabica Hills,$14,Single origin,Monthly,5
R0077,Casa Verde,$24,House blend,Every two weeks,5
R0077,Casa Verde,$19,House blend,Monthly,5
R0077,Nordic Roast,$19,House blend,Monthly,5
R0077,Arabica Hills,$19,House blend,Monthly,6
R0078,Arabica Hills,$19,Single origin,Weekly,6
R0078,Arabica Hills,$24,House blend,Weekly,5
R0078,Nordic Roast,$19,House blend,Monthly,5
R0078,Arabica Hills,$19,Single origin,Monthly,7
R0078,Arabica Hills,$24,House blend,Monthly,2
R0078,Casa Verde,$14,Single origin,Weekly,5
R0078,Casa Verde,$14,House blend,Monthly,2
R0078,Casa Verde,$19,House blend,Every two weeks,6
R0078,Casa Verde,$24,House blend,Weekly,3
R0078,Nordic Roast,$19,House blend,Every two weeks,4
R0078,Nordic Roast,$24,House blend,Every two weeks,3
R0078,Arabica Hills,$14,House blend,Every two weeks,6
R0078,Arabica Hills,$24,House blend,Every two weeks,2
R0078,Arabica Hills,$14,House blend,Weekly,5
R0079,Arabica Hills,$14,Single origin,Weekly,6
R0079,Nordic Roast,$24,House blend,Every two weeks,4
R0079,Arabica Hills,$19,House blend,Monthly,4
R0079,Casa Verde,$24,House blend,Weekly,4
R0079,Nordic Roast,$24,Single origin,Weekly,4
R0079,Nordic Roast,$19,Single origin,Monthly,5
R0079,Casa Verde,$19,House blend,Weekly,5
R0079,Casa Verde,$24,House blend,Monthly,3
R0079,Nordic Roast,$14,House blend,Monthly,4
R0079,Arabica Hills,$24,Single origin,Monthly,1
R0079,Arabica Hills,$24,Single origin,Weekly,4
R0079,Casa Verde,$19,House blend,Every two weeks,3
R0079,Nordic Roast,$19,House blend,Weekly,6
R0079,Arabica Hills,$24,House blend,Weekly,4
R0080,Arabica Hills,$14,Single origin,Every two weeks,8
R0080,Arabica Hills,$14,Single origin,Weekly,6
R0080,Casa Verde,$14,House blend,Every two weeks,8
R0080,Arabica Hills,$24,Single origin,Monthly,4
R0080,Arabica Hills,$24,House blend,Monthly,4
R0080,Casa Verde,$24,Single origin,Every two weeks,7
R0080,Nordic Roast,$24,House blend,Monthly,3
R0080,Arabica Hills,$19,House blend,Weekly,7
R0080,Arabica Hills,$19,House blend,Monthly,4
R0080,Casa Verde,$19,House blend,Every two weeks,7
R0080,Arabica Hills,$24,Single origin,Weekly,9
R0080,Casa Verde,$24,House blend,Monthly,1
R0080,Nordic Roast,$19,House blend,Weekly,7
R0080,Nordic Roast,$19,House blend,Every two weeks,7
R0081,Arabica Hills,$19,Single origin,Every two weeks,10
R0081,Nordic Roast,$14,House blend,Monthly,6
R0081,Arabica Hills,$24,Single origin,Every two weeks,8
R0081,Arabica Hills,$14,Single origin,Monthly,8
R0081,Arabica Hills,$24,Single origin,Monthly,4
R0081,Arabica Hills,$14,Single origin,Every two weeks,8
R0081,Nordic Roast,$19,House blend,Monthly,3
R0081,Nordic Roast,$24,House blend,Monthly,3
R0081,Nordic Roast,$24,Single origin,Weekly,5
R0081,Casa Verde,$14,House blend,Monthly,8
R0081,Nordic Roast,$14,House blend,Every two weeks,6
R0081,Casa Verde,$24,House blend,Every two weeks,7
R0081,Nordic Roast,$19,Single origin,Monthly,6
R0081,Nordic Roast,$14,House blend,Weekly,8
R0082,Casa Verde,$14,Single origin,Every two weeks,8
R0082,Casa Verde,$14,Single origin,Monthly,6
R0082,Arabica Hills,$24,Single origin,Weekly,4
R0082,Nordic Roast,$14,Single origin,Every two weeks,10
R0082,Nordic Roast,$14,House blend,Weekly,9
R0082,Casa Verde,$14,House blend,Monthly,6
R0082,Nordic Roast,$24,Single origin,Monthly,4
R0082,Casa Verde,$24,Single origin,Weekly,4
R0082,Nordic Roast,$24,House blend,Monthly,2
R0082,Casa Verde,$24,House blend,Weekly,5
R0082,Arabica Hills,$19,Single origin,Every two weeks,7
R0082,Arabica Hills,$19,House blend,Every two weeks,8
R0082,Casa Verde,$19,Single origin,Monthly,5
R0082,Nordic Roast,$19,House blend,Every two weeks,7
R0083,Casa Verde,$24,House blend,Monthly,3
R0083,Casa Verde,$19,Single origin,Monthly,3
R0083,Nordic Roast,$14,Single origin,Every two weeks,7
R0083,Nordic Roast,$19,Single origin,Every two weeks,7
R0083,Arabica Hills,$14,Single origin,Monthly,6
R0083,Casa Verde,$14,House blend,Weekly,7
R0083,Nordic Roast,$14,Single origin,Weekly,9
R0083,Arabica Hills,$24,House blend,Monthly,4
R0083,Arabica Hills,$14,Single origin,Every two weeks,10
R0083,Nordic Roast,$19,House blend,Weekly,7
R0083,Arabica Hills,$24,House blend,Weekly,6
R0083,Casa Verde,$19,Single origin,Weekly,6
R0083,Arabica Hills,$19,Single origin,Weekly,8
R0083,Arabica Hills,$19,Single origin,Monthly,7
R0084,Arabica Hills,$24,House blend,Weekly,5
R0084,Nordic Roast,$14,House blend,Weekly,9
R0084,Nordic Roast,$19,House blend,Weekly,7
R0084,Arabica Hills,$19,Single origin,Monthly,8
R0084,Nordic Roast,$19,House blend,Every two weeks,8
R0084,Arabica Hills,$14,Single origin,Weekly,9
R0084,Nordic Roast,$14,House blend,Monthly,8
R0084,Nordic Roast,$24,Single origin,Every two weeks,6
R0084,Nordic Roast,$24,House blend,Weekly,5
R0084,Casa Verde,$24,Single origin,Every two weeks,4
R0084,Casa Verde,$19,House blend,Every two weeks,5
R0084,Nordic Roast,$14,Single origin,Monthly,10
R0084,Arabica Hills,$24,House blend,Every two weeks,4
R0084,Arabica Hills,$14,House blend,Weekly,8
R0085,Casa Verde,$14,House blend,Monthly,6
R0085,Nordic Roast,$19,House blend,Weekly,7
R0085,Arabica Hills,$24,House blend,Monthly,3
R0085,Casa Verde,$19,House blend,Every two weeks,4
R0085,Nordic Roast,$14,Single origin,Every two weeks,7
R0085,Nordic Roast,$24,Single origin,Monthly,4
R0085,Arabica Hills,$24,House blend,Weekly,3
R0085,Arabica Hills,$24,Single origin,Every two weeks,6
R0085,Casa Verde,$24,House blend,Every two weeks,3
R0085,Casa Verde,$19,Single origin,Monthly,5
R0085,Casa Verde,$19,Single origin,Every two weeks,7
R0085,Arabica Hills,$14,Single origin,Weekly,8
R0085,Arabica Hills,$19,House blend,Monthly,5
R0085,Casa Verde,$24,Single origin,Monthly,3
R0086,Arabica Hills,$19,Single origin,Weekly,9
R0086,Nordic Roast,$24,Single origin,Weekly,7
R0086,Arabica Hills,$24,House blend,Weekly,8
R0086,Casa Verde,$24,Single origin,Weekly,4
R0086,Casa Verde,$14,Single origin,Every two weeks,8
R0086,Nordic Roast,$24,House blend,Every two weeks,4
R0086,Nordic Roast,$14,House blend,Every two weeks,9
R0086,Arabica Hills,$24,Single origin,Weekly,7
R0086,Arabica Hills,$19,House blend,Every two weeks,7
R0086,Casa Verde,$14,House blend,Every two weeks,5
R0086,Nordic Roast,$14,Single origin,Monthly,6
R0086,Nordic Roast,$14,Single origin,Every two weeks,8
R0086,Nordic Roast,$24,Single origin,Every two weeks,5
R0086,Arabica Hills,$24,Single origin,Monthly,4
R0087,Nordic Roast,$24,House blend,Every two weeks,3
R0087,Casa Verde,$14,Single origin,Monthly,5
R0087,Casa Verde,$14,Single origin,Every two weeks,7
R0087,Arabica Hills,$19,House blend,Weekly,7
R0087,Nordic Roast,$24,Single origin,Monthly,4
R0087,Nordic Roast,$14,Single origin,Every two weeks,8
R0087,Casa Verde,$14,Single origin,Weekly,9
R0087,Nordic Roast,$24,Single origin,Weekly,6
R0087,Casa Verde,$24,Single origin,Weekly,5
R0087,Nordic Roast,$14,House blend,Monthly,5
R0087,Arabica Hills,$14,Single origin,Weekly,10
R0087,Arabica Hills,$19,Single origin,Monthly,6
R0087,Nordic Roast,$19,House blend,Monthly,5
R0087,Casa Verde,$19,Single origin,Weekly,7
R0088,Nordic Roast,$24,Single origin,Weekly,7
R0088,Nordic Roast,$14,House blend,Monthly,3
R0088,Casa Verde,$19,House blend,Monthly,1
R0088,Arabica Hills,$24,House blend,Weekly,5
R0088,Arabica Hills,$19,Single origin,Every two weeks,6
R0088,Nordic Roast,$24,Single origin,Monthly,1
R0088,Arabica Hills,$19,House blend,Every two weeks,6
R0088,Casa Verde,$14,House blend,Every two weeks,5
R0088,Casa Verde,$19,House blend,Weekly,4
R0088,Casa Verde,$19,Single origin,Monthly,3
R0088,Casa Verde,$14,House blend,Monthly,4
R0088,Nordic Roast,$24,House blend,Weekly,4
R0088,Arabica Hills,$14,Single origin,Weekly,8
R0088,Nordic Roast,$19,Single origin,Monthly,3
R0089,Nordic Roast,$19,House blend,Every two weeks,5
R0089,Arabica Hills,$24,House blend,Weekly,6
R0089,Casa Verde,$24,Single origin,Monthly,5
R0089,Arabica Hills,$24,Single origin,Monthly,7
R0089,Casa Verde,$19,Single origin,Every two weeks,4
R0089,Casa Verde,$19,House blend,Monthly,4
R0089,Casa Verde,$14,Single origin,Every two weeks,7
R0089,Nordic Roast,$19,House blend,Monthly,6
R0089,Nordic Roast,$14,Single origin,Weekly,8
R0089,Nordic Roast,$19,House blend,Weekly,5
R0089,Arabica Hills,$19,House blend,Monthly,3
R0089,Nordic Roast,$24,House blend,Monthly,6
R0089,Casa Verde,$24,House blend,Weekly,3
R0089,Arabica Hills,$14,Single origin,Weekly,10
R0090,Nordic Roast,$14,House blend,Every two weeks,6
R0090,Casa Verde,$14,Single origin,Weekly,7
R0090,Casa Verde,$24,House blend,Weekly,4
R0090,Nordic Roast,$19,House blend,Monthly,6
R0090,Casa Verde,$19,Single origin,Weekly,5
R0090,Arabica Hills,$24,Single origin,Monthly,4
R0090,Nordic Roast,$14,Single origin,Weekly,8
R0090,Arabica Hills,$14,House blend,Every two weeks,9
R0090,Nordic Roast,$14,Single origin,Monthly,7
R0090,Nordic Roast,$14,Single origin,Every two weeks,5
R0090,Arabica Hills,$19,House blend,Weekly,7
R0090,Arabica Hills,$24,Single origin,Weekly,5
R0090,Casa Verde,$14,House blend,Monthly,7
R0090,Casa Verde,$24,Single origin,Weekly,4
R0091,Arabica Hills,$19,House blend,Monthly,4
R0091,Nordic Roast,$14,House blend,Monthly,7
R0091,Arabica Hills,$19,Single origin,Every two weeks,7
R0091,Arabica Hills,$24,House blend,Weekly,5
R0091,Nordic Roast,$24,House blend,Every two weeks,4
R0091,Arabica Hills,$14,Single origin,Every two weeks,10
R0091,Nordic Roast,$14,House blend,Every two weeks,7
R0091,Casa Verde,$19,House blend,Every two weeks,5
R0091,Nordic Roast,$14,House blend,Weekly,8
R0091,Nordic Roast,$14,Single origin,Weekly,9
R0091,Nordic Roast,$24,Single origin,Weekly,3
R0091,Nordic Roast,$19,House blend,Monthly,1
R0091,Arabica Hills,$24,Single origin,Monthly,4
R0091,Casa Verde,$14,Single origin,Weekly,10
R0092,Arabica Hills,$24,Single origin,Monthly,4
R0092,Casa Verde,$14,House blend,Every two weeks,7
R0092,Arabica Hills,$24,Single origin,Every two weeks,5
R0092,Arabica Hills,$19,House blend,Weekly,5
R0092,Nordic Roast,$24,House blend,Every two weeks,1
R0092,Arabica Hills,$24,House blend,Every two weeks,4
R0092,Nordic Roast,$24,Single origin,Every two weeks,3
R0092,Casa Verde,$24,Single origin,Every two weeks,2
R0092,Arabica Hills,$14,House blend,Monthly,5
R0092,Nordic Roast,$19,House blend,Weekly,5
R0092,Casa Verde,$14,Single origin,Monthly,4
R0092,Nordic Roast,$14,House blend,Weekly,5
R0092,Casa Verde,$14,House blend,Weekly,5
R0092,Casa Verde,$19,House blend,Weekly,5
R0093,Nordic Roast,$19,Single origin,Monthly,6
R0093,Casa Verde,$24,Single origin,Every two weeks,4
R0093,Arabica Hills,$19,House blend,Weekly,5
R0093,Casa Verde,$24,Single origin,Monthly,1
R0093,Casa Verde,$14,House blend,Every two weeks,7
R0093,Nordic Roast,$19,House blend,Weekly,7
R0093,Nordic Roast,$24,Single origin,Weekly,4
R0093,Casa Verde,$14,House blend,Weekly,7
R0093,Arabica Hills,$24,House blend,Weekly,3
R0093,Arabica Hills,$19,Single origin,Monthly,5
R0093,Arabica Hills,$14,Single origin,Monthly,6
R0093,Nordic Roast,$19,House blend,Every two weeks,5
R0093,Nordic Roast,$14,House blend,Weekly,7
R0093,Arabica Hills,$19,House blend,Monthly,4
R0094,Casa Verde,$14,Single origin,Weekly,7
R0094,Arabica Hills,$24,Single origin,Every two weeks,5
R0094,Arabica Hills,$24,House blend,Monthly,4
R0094,Nordic Roast,$14,Single origin,Monthly,5
R0094,Casa Verde,$19,Single origin,Every two weeks,6
R0094,Nordic Roast,$24,House blend,Monthly,4
R0094,Nordic Roast,$14,House blend,Every two weeks,5
R0094,Arabica Hills,$14,House blend,Weekly,6
R0094,Casa Verde,$14,House blend,Every two weeks,5
R0094,Arabica Hills,$14,House blend,Every two weeks,8
R0094,Arabica Hills,$24,Single origin,Monthly,4
R0094,Casa Verde,$14,Single origin,Every two weeks,7
R0094,Arabica Hills,$19,Single origin,Weekly,9
R0094,Casa Verde,$14,House blend,Monthly,4
R0095,Casa Verde,$19,House blend,Every two weeks,4
R0095,Arabica Hills,$14,House blend,Monthly,7
R0095,Arabica Hills,$24,House blend,Weekly,7
R0095,Casa Verde,$24,Single origin,Weekly,3
R0095,Casa Verde,$24,House blend,Weekly,3
R0095,Arabica Hills,$24,House blend,Every two weeks,6
R0095,Arabica Hills,$24,House blend,Monthly,7
R0095,Nordic Roast,$14,Single origin,Monthly,8
R0095,Arabica Hills,$19,Single origin,Weekly,10
R0095,Casa Verde,$14,Single origin,Every two weeks,6
R0095,Nordic Roast,$19,House blend,Monthly,4
R0095,Nordic Roast,$24,Single origin,Weekly,6
R0095,Casa Verde,$19,Single origin,Every two weeks,6
R0095,Nordic Roast,$19,House blend,Weekly,5
R0096,Casa Verde,$19,House blend,Monthly,6
R0096,Casa Verde,$19,Single origin,Every two weeks,6
R0096,Casa Verde,$19,House blend,Every two weeks,8
R0096,Arabica Hills,$14,Single origin,Every two weeks,9
R0096,Nordic Roast,$19,House blend,Monthly,4
R0096,Nordic Roast,$14,House blend,Weekly,8
R0096,Nordic Roast,$24,Single origin,Weekly,6
R0096,Arabica Hills,$24,House blend,Every two weeks,3
R0096,Nordic Roast,$19,Single origin,Weekly,9
R0096,Arabica Hills,$14,Single origin,Weekly,9
R0096,Nordic Roast,$14,Single origin,Every two weeks,10
R0096,Nordic Roast,$19,House blend,Weekly,5
R0096,Casa Verde,$24,Single origin,Every two weeks,3
R0096,Arabica Hills,$19,House blend,Monthly,6
R0097,Arabica Hills,$19,House blend,Weekly,7
R0097,Arabica Hills,$19,House blend,Every two weeks,4
R0097,Nordic Roast,$14,House blend,Every two weeks,6
R0097,Arabica Hills,$24,House blend,Every two weeks,3
R0097,Casa Verde,$14,Single origin,Weekly,9
R0097,Casa Verde,$24,House blend,Weekly,3
R0097,Casa Verde,$24,Single origin,Every two weeks,2
R0097,Arabica Hills,$19,Single origin,Monthly,7
R0097,Casa Verde,$24,House blend,Every two weeks,1
R0097,Arabica Hills,$14,Single origin,Weekly,10
R0097,Nordic Roast,$24,House blend,Monthly,4
R0097,Nordic Roast,$19,House blend,Weekly,7
R0097,Nordic Roast,$14,House blend,Weekly,10
R0097,Nordic Roast,$14,Single origin,Monthly,9
R0098,Nordic Roast,$14,Single origin,Weekly,9
R0098,Casa Verde,$14,House blend,Monthly,5
R0098,Arabica Hills,$24,House blend,Every two weeks,6
R0098,Arabica Hills,$24,Single origin,Monthly,4
R0098,Arabica Hills,$19,House blend,Weekly,8
R0098,Casa Verde,$24,Single origin,Monthly,5
R0098,Arabica Hills,$19,House blend,Every two weeks,7
R0098,Casa Verde,$14,Single origin,Every two weeks,9
R0098,Nordic Roast,$19,House blend,Monthly,4
R0098,Nordic Roast,$14,House blend,Every two weeks,7
R0098,Casa Verde,$24,House blend,Monthly,3
R0098,Nordic Roast,$24,Single origin,Monthly,4
R0098,Nordic Roast,$14,Single origin,Every two weeks,10
R0098,Casa Verde,$19,House blend,Weekly,4
R0099,Nordic Roast,$24,Single origin,Weekly,6
R0099,Arabica Hills,$24,Single origin,Weekly,6
R0099,Casa Verde,$14,House blend,Monthly,2
R0099,Arabica Hills,$24,House blend,Monthly,4
R0099,Casa Verde,$14,House blend,Every two weeks,5
R0099,Arabica Hills,$14,House blend,Monthly,3
R0099,Nordic Roast,$14,Single origin,Weekly,7
R0099,Nordic Roast,$14,Single origin,Every two weeks,7
R0099,Nordic Roast,$19,House blend,Every two weeks,7
R0099,Arabica Hills,$19,House blend,Every two weeks,7
R0099,Casa Verde,$24,Single origin,Monthly,1
R0099,Nordic Roast,$19,House blend,Monthly,4
R0099,Arabica Hills,$19,Single origin,Weekly,8
R0099,Nordic Roast,$24,Single origin,Every two weeks,4
R0100,Nordic Roast,$19,Single origin,Every two weeks,6
R0100,Nordic Roast,$24,Single origin,Weekly,4
R0100,Nordic Roast,$24,House blend,Weekly,6
R0100,Casa Verde,$14,House blend,Every two weeks,7
R0100,Arabica Hills,$19,Single origin,Weekly,5
R0100,Casa Verde,$14,Single origin,Every two weeks,9
R0100,Arabica Hills,$14,Single origin,Every two weeks,9
R0100,Nordic Roast,$14,House blend,Monthly,6
R0100,Arabica Hills,$24,House blend,Every two weeks,4
R0100,Casa Verde,$24,Single origin,Monthly,4
R0100,Arabica Hills,$24,Single origin,Every two weeks,6
R0100,Casa Verde,$19,House blend,Monthly,4
R0100,Arabica Hills,$14,House blend,Every two weeks,7
R0100,Arabica Hills,$19,House blend,Weekly,5
R0101,Casa Verde,$14,House blend,Monthly,7
R0101,Arabica Hills,$19,House blend,Every two weeks,5
R0101,Arabica Hills,$24,Single origin,Weekly,4
R0101,Nordic Roast,$24,Single origin,Monthly,3
R0101,Nordic Roast,$14,House blend,Monthly,5
R0101,Casa Verde,$19,House blend,Weekly,4
R0101,Nordic Roast,$14,Single origin,Every two weeks,10
R0101,Nordic Roast,$14,House blend,Weekly,8
R0101,Nordic Roast,$24,House blend,Weekly,4
R0101,Arabica Hills,$14,Single origin,Weekly,10
R0101,Casa Verde,$24,House blend,Every two weeks,6
R0101,Nordic Roast,$19,House blend,Every two weeks,6
R0101,Casa Verde,$19,Single origin,Monthly,6
R0101,Nordic Roast,$19,House blend,Monthly,5
R0102,Arabica Hills,$14,Single origin,Every two weeks,8
R0102,Arabica Hills,$19,Single origin,Every two weeks,7
R0102,Casa Verde,$19,Single origin,Monthly,3
R0102,Nordic Roast,$19,Single origin,Every two weeks,7
R0102,Casa Verde,$24,Single origin,Weekly,6
R0102,Arabica Hills,$19,Single origin,Weekly,6
R0102,Nordic Roast,$24,House blend,Every two weeks,7
R0102,Casa Verde,$19,Single origin,Weekly,5
R0102,Arabica Hills,$24,Single origin,Weekly,6
R0102,Casa Verde,$14,House blend,Weekly,7
R0102,Casa Verde,$14,Single origin,Weekly,7
R0102,Nordic Roast,$19,House blend,Weekly,7
R0102,Casa Verde,$19,House blend,Weekly,3
R0102,Arabica Hills,$24,Single origin,Every two weeks,6
R0103,Nordic Roast,$19,House blend,Weekly,7
R0103,Arabica Hills,$19,House blend,Weekly,5
R0103,Nordic Roast,$14,House blend,Weekly,9
R0103,Arabica Hills,$24,House blend,Monthly,4
R0103,Nordic Roast,$24,Single origin,Weekly,4
R0103,Nordic Roast,$24,House blend,Monthly,5
R0103,Nordic Roast,$14,House blend,Every two weeks,8
R0103,Arabica Hills,$19,House blend,Monthly,3
R0103,Nordic Roast,$14,Single origin,Weekly,7
R0103,Casa Verde,$14,Single origin,Every two weeks,9
R0103,Arabica Hills,$24,Single origin,Monthly,2
R0103,Nordic Roast,$24,Single origin,Monthly,4
R0103,Arabica Hills,$24,Single origin,Weekly,3
R0103,Arabica Hills,$24,House blend,Weekly,5
R0104,Nordic Roast,$24,House blend,Weekly,4
R0104,Arabica Hills,$24,House blend,Every two weeks,3
R0104,Arabica Hills,$19,Single origin,Weekly,6
R0104,Arabica Hills,$14,Single origin,Every two weeks,8
R0104,Arabica Hills,$14,House blend,Monthly,5
R0104,Nordic Roast,$19,House blend,Monthly,5
R0104,Nordic Roast,$14,House blend,Monthly,6
R0104,Arabica Hills,$24,Single origin,Weekly,6
R0104,Casa Verde,$14,Single origin,Monthly,8
R0104,Nordic Roast,$14,House blend,Every two weeks,7
R0104,Arabica Hills,$14,Single origin,Weekly,6
R0104,Nordic Roast,$19,House blend,Weekly,6
R0104,Arabica Hills,$19,Single origin,Every two weeks,6
R0104,Casa Verde,$14,House blend,Monthly,6
R0105,Nordic Roast,$19,House blend,Monthly,8
R0105,Casa Verde,$19,House blend,Monthly,5
R0105,Arabica Hills,$24,House blend,Monthly,6
R0105,Casa Verde,$19,House blend,Every two weeks,6
R0105,Arabica Hills,$19,House blend,Monthly,6
R0105,Arabica Hills,$24,House blend,Weekly,5
R0105,Nordic Roast,$24,House blend,Every two weeks,3
R0105,Nordic Roast,$14,Single origin,Monthly,8
R0105,Nordic Roast,$14,House blend,Weekly,9
R0105,Arabica Hills,$19,Single origin,Every two weeks,7
R0105,Casa Verde,$14,Single origin,Weekly,8
R0105,Casa Verde,$19,Single origin,Every two weeks,5
R0105,Arabica Hills,$14,House blend,Every two weeks,9
R0105,Arabica Hills,$14,Single origin,Monthly,7
R0106,Arabica Hills,$24,Single origin,Weekly,4
R0106,Nordic Roast,$19,Single origin,Weekly,6
R0106,Arabica Hills,$24,Single origin,Every two weeks,3
R0106,Arabica Hills,$19,House blend,Weekly,7
R0106,Arabica Hills,$19,Single origin,Every two weeks,7
R0106,Arabica Hills,$24,Single origin,Monthly,3
R0106,Casa Verde,$14,Single origin,Monthly,5
R0106,Casa Verde,$14,House blend,Monthly,7
R0106,Arabica Hills,$14,Single origin,Every two weeks,7
R0106,Casa Verde,$19,House blend,Weekly,5
R0106,Casa Verde,$24,Single origin,Weekly,3
R0106,Nordic Roast,$24,House blend,Monthly,1
R0106,Arabica Hills,$14,House blend,Monthly,7
R0106,Arabica Hills,$19,Single origin,Weekly,8
R0107,Nordic Roast,$14,House blend,Monthly,6
R0107,Arabica Hills,$24,Single origin,Weekly,5
R0107,Nordic Roast,$19,House blend,Monthly,5
R0107,Casa Verde,$19,Single origin,Monthly,5
R0107,Nordic Roast,$24,Single origin,Weekly,7
R0107,Casa Verde,$24,Single origin,Every two weeks,3
R0107,Arabica Hills,$24,House blend,Monthly,5
R0107,Arabica Hills,$14,House blend,Weekly,10
R0107,Arabica Hills,$24,Single origin,Monthly,5
R0107,Nordic Roast,$24,House blend,Monthly,4
R0107,Arabica Hills,$24,House blend,Weekly,6
R0107,Nordic Roast,$14,House blend,Weekly,7
R0107,Casa Verde,$14,Single origin,Weekly,8
R0107,Nordic Roast,$19,House blend,Every two weeks,7
R0108,Nordic Roast,$19,House blend,Weekly,8
R0108,Nordic Roast,$14,Single origin,Monthly,7
R0108,Nordic Roast,$24,House blend,Monthly,4
R0108,Casa Verde,$14,Single origin,Monthly,5
R0108,Arabica Hills,$24,House blend,Weekly,5
R0108,Arabica Hills,$19,House blend,Every two weeks,8
R0108,Arabica Hills,$19,Single origin,Weekly,8
R0108,Casa Verde,$24,Single origin,Monthly,2
R0108,Arabica Hills,$19,Single origin,Monthly,5
R0108,Nordic Roast,$14,Single origin,Weekly,10
R0108,Casa Verde,$14,Single origin,Weekly,7
R0108,Casa Verde,$14,House blend,Every two weeks,8
R0108,Casa Verde,$19,Single origin,Weekly,7
R0108,Nordic Roast,$24,Single origin,Monthly,4
R0109,Nordic Roast,$14,House blend,Every two weeks,8
R0109,Nordic Roast,$24,House blend,Every two weeks,6
R0109,Nordic Roast,$19,Single origin,Every two weeks,7
R0109,Casa Verde,$24,Single origin,Every two weeks,6
R0109,Casa Verde,$19,Single origin,Every two weeks,6
R0109,Arabica Hills,$19,House blend,Weekly,6
R0109,Nordic Roast,$19,Single origin,Weekly,6
R0109,Arabica Hills,$14,Single origin,Weekly,8
R0109,Arabica Hills,$24,House blend,Every two weeks,6
R0109,Casa Verde,$19,House blend,Monthly,4
R0109,Arabica Hills,$14,Single origin,Monthly,6
R0109,Nordic Roast,$14,Single origin,Weekly,8
R0109,Nordic Roast,$19,Single origin,Monthly,5
R0109,Nordic Roast,$24,Single origin,Monthly,2
R0110,Nordic Roast,$24,Single origin,Every two weeks,6
R0110,Arabica Hills,$24,Single origin,Every two weeks,5
R0110,Arabica Hills,$19,Single origin,Weekly,7
R0110,Casa Verde,$19,Single origin,Every two weeks,7
R0110,Arabica Hills,$19,House blend,Monthly,4
R0110,Nordic Roast,$14,House blend,Monthly,6
R0110,Casa Verde,$14,House blend,Monthly,2
R0110,Casa Verde,$14,House blend,Weekly,6
R0110,Casa Verde,$19,Single origin,Weekly,5
R0110,Casa Verde,$19,House blend,Every two weeks,5
R0110,Nordic Roast,$14,Single origin,Every two weeks,8
R0110,Arabica Hills,$19,Single origin,Every two weeks,7
R0110,Arabica Hills,$14,House blend,Monthly,6
R0110,Nordic Roast,$24,Single origin,Weekly,6
R0111,Nordic Roast,$14,House blend,Monthly,4
R0111,Nordic Roast,$24,Single origin,Weekly,6
R0111,Casa Verde,$19,Single origin,Every two weeks,5
R0111,Nordic Roast,$24,Single origin,Every two weeks,4
R0111,Casa Verde,$24,House blend,Every two weeks,1
R0111,Arabica Hills,$24,House blend,Monthly,2
R0111,Nordic Roast,$24,House blend,Monthly,1
R0111,Arabica Hills,$24,Single origin,Every two weeks,3
R0111,Casa Verde,$19,Single origin,Weekly,7
R0111,Nordic Roast,$14,House blend,Weekly,6
R0111,Casa Verde,$14,House blend,Weekly,2
R0111,Arabica Hills,$19,Single origin,Weekly,8
R0111,Arabica Hills,$24,Single origin,Monthly,5
R0111,Casa Verde,$19,House blend,Monthly,2
R0112,Arabica Hills,$24,House blend,Weekly,3
R0112,Arabica Hills,$24,House blend,Monthly,4
R0112,Nordic Roast,$14,House blend,Monthly,4
R0112,Casa Verde,$14,House blend,Every two weeks,4
R0112,Arabica Hills,$19,House blend,Weekly,5
R0112,Casa Verde,$19,House blend,Every two weeks,4
